Song,Line Number,Lyric
Ballad of Love,28,To give you what you've been denied
Ballad of Love,29,I need you to know I want you
Ballad of Love,30,Touch me (for all my life)
Ballad of Love,31,(I can feel you) I can feel you
Ballad of Love,32,(I can see you) I can see you
People of the Generation,1,People of the generation
People of the Generation,2,You can put an end to separation
People of the Generation,3,You're the living hope to save the nations
People of the Generation,4,"You are the answer, you are the future"
People of the Generation,5,You can make us stop!
People of the Generation,6,"You can make us stop, look and listen"
People of the Generation,7,"Yeah, stop, look and listen"
People of the Generation,8,Suppose they gave a war and hardly anybody came
People of the Generation,9,The government would spread the news that we're all insane
People of the Generation,10,Suppose the times have changed so much we couldn't follow rules
People of the Generation,11,They'd take the stake and brand us 'generation of fools'
People of the Generation,12,Suppose they planned a war and everybody stayed home
People of the Generation,13,"They'd fall apart, and that would start frustration to the bone"
People of the Generation,14,"They gave a war, nobody came, imagine all the fuss"
People of the Generation,15,"They'd have to send themselves instead of sending us, yeah"
People of the Generation,16,Uh!
People of the Generation,17,"It's awful hard to follow rules, when rules are obsolete"
People of the Generation,18,No wonder there's so many robots walking in the streets
People of the Generation,19,The 'sires of senility' have got to step down
People of the Generation,20,The circus is the purpose and the place for old clowns
People of the Generation,21,"The situation's calling, and it's telling me and you"
People of the Generation,22,"The time has come, what must be done, that's what we've got to do"
People of the Generation,23,You're the generation that can make the world see
People of the Generation,24,"Everybody join in and repeat after me, it's time to"
People of the Generation,25,"Stop, look and listen!"
People of the Generation,26,"The revolution's over, everybody won!"
People of the Generation,27,"Yeah, stop, look and listen!"
People of the Generation,28,"The revolution's over, it's time to have some fun!"
People of the Generation,29,You can be the ones to save the nations
People of the Generation,30,"You can make us stop, look, and listen!"
Scatman’s Dance,1,Everybody do the Scatman's dance
Scatman’s Dance,2,(Dee at da dee dah)
Scatman’s Dance,3,Get the rhythm feel it in your hands
Scatman’s Dance,4,Hey everybody get together let's move
Scatman’s Dance,5,To a different kinda rhythm and a brand new groove
Scatman’s Dance,6,"Step in the light, all we got is tonight"
Scatman’s Dance,7,There's a shadow on the dance floor waiting for you
Scatman’s Dance,8,"Move it up, move it down to the ground"
Scatman’s Dance,9,"Move it in, move it out to the Scatdance sound"
Scatman’s Dance,10,"Dance for your mama, dance for your wife"
Scatman’s Dance,11,When you dance you express the beauty in your life
Scatman’s Dance,12,"I read in the paper, there's a cure for the blues"
Scatman’s Dance,13,It happens when you dance and you take off your shoes
Scatman’s Dance,14,Scat right here - I'll really make it clear
Scatman’s Dance,15,(Scatting)...My dear
Scatman’s Dance,16,Everybody do the Scatman's dance
Scatman’s Dance,17,(Da da da dee da da ta da)
Scatman’s Dance,18,Get the rhythm feel it in your hands
Scatman’s Dance,19,(Dee at da dee dah)
Scatman’s Dance,20,"Come on, everybody do the Scatman's dance"
Scatman’s Dance,21,(Step in to the light)
Scatman’s Dance,22,"Everybody, everybody"
Scatman’s Dance,23,"Everybody, join the party"
Scatman’s Dance,24,"Out of sight beautiful, check out your moves"
Scatman’s Dance,25,"Shake it, don't break it to the Scatdance groove"
Scatman’s Dance,26,You be lookin' good and I think you really should
Scatman’s Dance,27,Pack up your bags and move to Hollywood
Scatman’s Dance,28,"Cut it loose, give it up, let go"
Scatman’s Dance,29,Make it move to da middle of da night...
Scatman’s Dance,30,Let's go!
Scatman’s Dance,31,"Everybody, join the party..."
Sorry Seems to Be the Hardest Word,1,"So Sorry, So So Sorry"
Sorry Seems to Be the Hardest Word,2,"Neither of us ever thought, back on the first day that we met"
Sorry Seems to Be the Hardest Word,3,We were both so convinced that the dream would never end
Sorry Seems to Be the Hardest Word,4,"Nobody saw the signs man, it's funny how love is blind man"
Sorry Seems to Be the Hardest Word,5,Cause it can be over just as fast as it begins
Sorry Seems to Be the Hardest Word,6,"So now I be sitting here, I'm alone trying to stuff my fear"
Sorry Seems to Be the Hardest Word,7,Checkin' out one of the pictures there up on the shelf
Sorry Seems to Be the Hardest Word,8,"The story behind my song, is that you never know what you got 'til it's gone"
Sorry Seems to Be the Hardest Word,9,What have I gotta do to make you love me?
Sorry Seems to Be the Hardest Word,10,What have I gotta do to be heard?
Sorry Seems to Be the Hardest Word,11,What do I do when it's all over?
Sorry Seems to Be the Hardest Word,12,Sorry seems to be the hardest word
Sorry Seems to Be the Hardest Word,13,"How can I forget that day, that I got up and walked away?"
Sorry Seems to Be the Hardest Word,14,I can still see the tears and the years fall from your eyes
Sorry Seems to Be the Hardest Word,15,"And now I'm all alone, I got nothin' else to do but pray"
Sorry Seems to Be the Hardest Word,16,For the dream that I might have you back here in my life
Sorry Seems to Be the Hardest Word,17,"I'm hoping that now you can see, between the real and the fantasy"
Sorry Seems to Be the Hardest Word,18,"Reality is rough but it always has a key (GIRL: So sorry, so so sorry)"
Sorry Seems to Be the Hardest Word,19,The story behind my words... well
Sorry Seems to Be the Hardest Word,20,I hope you agree that the truth will set you free
Sorry Seems to Be the Hardest Word,21,What have I gotta do to make you love me?
Sorry Seems to Be the Hardest Word,22,Tell me what I gotta do
Sorry Seems to Be the Hardest Word,23,What have I gotta do to be heard?
Sorry Seems to Be the Hardest Word,24,"Oh, I need you in my life"
Sorry Seems to Be the Hardest Word,25,What do I do when it's all over?
Sorry Seems to Be the Hardest Word,26,"I'm sorry, I'm sorry"
Sorry Seems to Be the Hardest Word,27,What have I gotta do?
Sorry Seems to Be the Hardest Word,28,Sorry seems to be the hardest word
Sorry Seems to Be the Hardest Word,29,"Oh, I need you in my life"
Lebanon,1,Has anybody ever been to Lebanon?
Lebanon,2,"Does anybody really care to go, at all?"
Lebanon,3,Anybody want to go to Lebanon
Lebanon,4,Where you can read the writings on the wall?
Lebanon,5,Do the caravans still ride across the sand
Lebanon,6,Or is the season causing everything sacred to fall?
Lebanon,7,Do the sages sing their chant throughout the land
Lebanon,8,"Or has their song been silenced over the centuries, to all?"
Lebanon,9,Does the sun still kiss the earth in Lebanon?
Lebanon,10,Does the moonlight still reflect the sand at night?
Lebanon,11,Can a prophet still come out of Lebanon
Lebanon,12,Or has the thirst for profit changed the times?
Lebanon,13,Do Phoenician spirits dance across the sand?
Lebanon,14,Do the cedar trees still standing next to the ocean still grow?
Lebanon,15,Do the sages sing their chant throughout the land
Lebanon,16,Or has their song been silenced?
Lebanon,17,Does the temple still exist in Lebanon
Lebanon,18,"Or have the winds of time been blowing hard, for all?"
Lebanon,19,Does the mosque still sing the hymn of Lebanon
Lebanon,20,Reciting old inscriptions from the wall?
Lebanon,21,Do the caravans now crawl across the sand
Lebanon,22,And is the season causing everyone sacred to cry?
Lebanon,23,Can the people of the land still hear the call
Lebanon,24,"Or has the song been silenced over the centuries, to all?"
Scat Me If You Can,1,Scat me if you can
Scat Me If You Can,2,"Scat me if you want me, you can catch me if you can"
Scat Me If You Can,3,"Scat me if you need me, I'm the only Scatman"
Scat Me If You Can,4,"Scat me if you want me, you can catch me if you can"
Scat Me If You Can,5,"Scat me if you need me, 'cause I'm skee ap an doo dah"
Scat Me If You Can,6,Diddle diddle dumpling my son John
Scat Me If You Can,7,He went to bed with his trousers on
Scat Me If You Can,8,A one shoe off and one shoe on
Scat Me If You Can,9,"Hey man, my name is Scatman John"
Scat Me If You Can,10,Mary had a little lamb
Scat Me If You Can,11,She got it one day singin' in my band
Scat Me If You Can,12,Hey diddle diddle and the cat had a fiddle
Scat Me If You Can,13,Strange things can happen if you scat me a little
Scat Me If You Can,14,Scat me if you can...
Scat Me If You Can,15,Scat me!
Scat Me If You Can,16,Scat me if you can (If you can...)
Stop the Rain,1,Checking
Stop the Rain,2,The fire of desire's causing too much pain
Stop the Rain,3,There isn't much to lose or to gain standing in the rain
Stop the Rain,4,It's driving me insane
Stop the Rain,5,As far as I can see the dream has been forsaken
Stop the Rain,6,We need to reawaken and stop standing in the rain
Stop the Rain,7,"Yeah, standing in the rain"
Stop the Rain,8,Stop standing in the rain
Stop the Rain,9,(Stop the rain)
Stop the Rain,10,Somebody stop the rain
Stop the Rain,11,"Stop the rain, stop the rain, stop the rain"
Stop the Rain,12,(Standing in the rain)
Stop the Rain,13,Somebody stop the rain
Stop the Rain,14,"Stop the rain, stop the rain"
Stop the Rain,15,Somebody stop the rain
Stop the Rain,16,"Stop the rain, stop the rain, stop the rain"
Stop the Rain,17,"(Yeah, stop corruption)"
Stop the Rain,18,Somebody stop the rain
Stop the Rain,19,"Stop the rain, stop the rain"
Stop the Rain,20,I'm drippin' and I'm soakin' wet
Stop the Rain,21,A silent kind of thunder flashing through my soul
Stop the Rain,22,"My mind's feeling hot, but I'm cold standing in the rain"
Stop the Rain,23,Standing in the rain
Stop the Rain,24,"The words of the sages, written on the page's"
Stop the Rain,25,Impossible for me to see
Stop the Rain,26,I'm standing in the rain
Stop the Rain,27,Drivin' me insane
Stop the Rain,28,"Keeps rainin', yeah"
Stop the Rain,29,"Uh huh, God knows I'm soakin' wet (Uuah)"
Stop the Rain,30,"They try to tell you day's night, wrong's right, black's white"
Stop the Rain,31,Tell me what you're sayin' when you're prayin'
Stop the Rain,32,I just can't play that game (auh)
Stop the Rain,33,Standing in the rain (Standing in the rain)
Stop the Rain,34,"The moral of the story, you can take it from me"
Stop the Rain,35,"Take a look, and you'll see that we're all standing in the rain"
Stop the Rain,36,"(Yeah, stop corruption)"
Stop the Rain,37,"(Yes, hear me, children, I'm talkin')"
Stop the Rain,38,(Uh huh) (Wo-oh) (Oh oh)
Stop the Rain,39,I'm drippin' and I'm soakin' wet
Stop the Rain,40,Yeah
Take Me Away,1,Listen to the Scat reggae!
Take Me Away,2,I'm so happy I could kiss the sky
Take Me Away,3,A Beautiful woman is the reason why
Take Me Away,4,Umm... she's so lovely when she sighs
Take Me Away,5,I be feelin' so good I want to cry
Take Me Away,6,"Take me away (oh-ley, oh-lye)"
Take Me Away,7,We're going on a summer holiday
Take Me Away,8,"Take me away (oh-ley, oh-lye)"
Take Me Away,9,We'll dance until the morning light
Take Me Away,10,"Take me away (Yeah, yeah)"
Take Me Away,11,"We'll stay together every night and day (Yeah, yeah)"
Take Me Away,12,"Up and away (Yeah, yeah)"
Take Me Away,13,"And everything will be alright (Yeah, yeah)"
Take Me Away,14,Reggae!
Take Me Away,15,Suddenly I know everythin' alright
Take Me Away,16,My heart starts beating every time she moves
Take Me Away,17,Beautiful lady got nothing to prove
Take Me Away,18,I wanna make-a-love-her every night
Take Me Away,19,"Take me away (oh-ley, oh-lye)"
Take Me Away,20,We're going on a summer holiday
Take Me Away,21,"Take me away (oh-ley, oh-lye)"
Take Me Away,22,We'll dance until the morning light
Take Me Away,23,Take it out baby... take it out babe
Take Me Away,24,Keep dancing! Ow! Yeah Yeah
Take Me Away,25,Listen to the Scat reggae!
Take Me Away,26,Take me away
Take Me Away,27,We're going on a summer holiday
I Love Samba,1,Hey everybody get your feet on the ground
I Love Samba,2,"Cause the new coca monga, labamba's in town"
I Love Samba,3,"Take along a bongo, take your wife"
I Love Samba,4,Jump in the soul of the music of life
I Love Samba,5,Checkout the slide of the ladies of the night
I Love Samba,6,They be shakin' like a bacon makin' everything right
I Love Samba,7,"No need to sit, get your feet on the floor"
I Love Samba,8,"Shake it, don't break it...uh! Like a matador"
I Love Samba,9,"You and me, tell me where you wanna be"
I Love Samba,10,Where everybody wants to do the samba
I Love Samba,11,samba la bamba
I Love Samba,12,"Me and you, tell me what you wanna do"
I Love Samba,13,Where everybody wants to do the samba
I Love Samba,14,All the people dancing to the beat
I Love Samba,15,Party people come and feel the heat
I Love Samba,16,"You and me, tell me where you wanna be"
I Love Samba,17,Where everybody wants to do the samba
I Love Samba,18,Hey baby mommy lookin real good
I Love Samba,19,You be shakin' that thing like a baby doll should
I Love Samba,20,"Stick among a conga, cowbell your wife"
I Love Samba,21,Hear the soul of the music of life
I Love Samba,22,Doesn't matter 'bout the colour of your cover
I Love Samba,23,When everybody's soul be the colour of life
I Love Samba,24,"San Juan, De Janiero, Mexico, Havana"
I Love Samba,25,"Everybody dance, Everybody Samba"
I Love Samba,26,All the people dancing to the beat
I Love Samba,27,Party people come and feel the heat
I Love Samba,28,"You and me, tell me where you wanna be"
I Love Samba,29,Where everybody wants to do the samba
I'm Free,1,"You've got to be free, yeah"
I'm Free,2,Yeah
I'm Free,3,I ate a hamburger in Hamburg and a hot dog in Berlin
I'm Free,4,"And when I didn't eat at all, my bones got very thin"
I'm Free,5,"Ate sushi in a sushi bar in Tokyo, Japan"
I'm Free,6,I've dined in all my travellings to many different lands
I'm Free,7,I've drank in English pubs and I have eaten French cuisine
I'm Free,8,"I even ate escargots, man, and that was quite a scene"
I'm Free,9,I've eaten many kinds of foods in many different dives
I'm Free,10,"And, girl, the way you walk, I'd like to eat you alive"
I'm Free,11,What can you do? What can you say?
I'm Free,12,How do you feel when you're lonely?
I'm Free,13,Maybe in time you'll certainly find
I'm Free,14,You've been living blind
I'm Free,15,"Whoa, yeah-yeah"
I'm Free,16,"I always lose my memory, but I never lose my way"
I'm Free,17,"And half the time I'm blind, but I can see the light of day"
I'm Free,18,I never look too far ahead for what's already there
I'm Free,19,Maybe all I need to set me free is tell you that I care
I'm Free,20,I used to wander in the night to see what I could find
I'm Free,21,"But by the time the sunrise came, the night had made me blind"
I'm Free,22,It wasn't 'til I'd hit the top that I had hit my bottom
I'm Free,23,You cannot set your heartaches free 'til first of all you've got 'em
I'm Free,24,"O-o-ooh, yeah-yeah-yeah"
I'm Free,25,What can you do? What can you say?
I'm Free,26,How do you feel when you're lonely?
I'm Free,27,Maybe in time you'll certainly find
I'm Free,28,You've been living blind
I'm Free,29,"You've got to be free, whoa, yeah, yeah"
I'm Free,30,(What do you say?)
I'm Free,31,"You've got to be free, yeah"
I'm Free,32,"(O-o-ooh, yeah-yeah-yeah)"
Dream Again,1,Beauty is strolling on the shore
Dream Again,2,Palm trees swaying in the winds of time
Dream Again,3,Imagine as you walk along the sand
Dream Again,4,Only the moment living in your mind
Dream Again,5,Listen to the waves breaking like thunder
Dream Again,6,No wonder there's peace in your heart
Dream Again,7,"It's easy, it's as easy as love"
Dream Again,8,A gift to us from heaven above
Dream Again,9,You can live again when everything you know
Dream Again,10,Is blown away by the gentle wind
Dream Again,11,Cause happiness is the freedom you feel
Dream Again,12,Looking up to the blue sky everything's real
Dream Again,13,As we all walk together in the sands of time
Dream Again,14,Life is breathing set your soul free
Dream Again,15,As you walk with the temple of reality
Dream Again,16,Cause happiness is the freedom you feel
Dream Again,17,Looking up to the blue sky everything's real
Dream Again,18,You can live again when everything you know
Dream Again,19,Is blown away by the gentle wind
Dream Again,20,Thank you in case your brother of mine
Night Train,1,Shoop Shoop night train
Night Train,2,Yeah let's take a ride on the night train
Night Train,3,Shoop Shoop night train
Night Train,4,Oh let's take it up a little bit faster
Night Train,5,"Yeah that's better, that's better yeah...And let's go!"
Night Train,6,Take a ride on the night train
Night Train,7,You'll sing that shoop shoop night train
Night Train,8,Like a Scatman shooby do wap wap
Night Train,9,"If you're happy, do it again"
Night Train,10,All aboard take a ride with me
Night Train,11,On a train that's a-headin' for ecstasy
Night Train,12,Ever get the notion to feel the locomotion
Night Train,13,Ride it on baby I'll show you how
Night Train,14,Come along take a trip in your mind
Night Train,15,Any trouble you can leave it behind
Night Train,16,Scooby ooby dooby check out the show
Night Train,17,Everybody on board let's go
Night Train,18,Take a ride on the night train
Night Train,19,You'll sing that shoop shoop night train
Night Train,20,Like a Scatman shooby do wap wap
Night Train,21,"If you're happy, do it again"
Night Train,22,"Kick back, way back right on the track jack"
Night Train,23,Flood your lights as a matter of fact
Night Train,24,Everybodys movin' and a groovin' in time
Night Train,25,Like a-singin and a-swingin like a nursery rhyme
Night Train,26,Feel the rhythm of the wheel on steel
Night Train,27,"Track-crackin', everything's real"
Night Train,28,"Don't hesitate, don't put on the brake"
Night Train,29,Cause it's the happenin' ride to take
Night Train,30,Shoop shoop night train...
Everyday,1,Hey you la la la
Everyday,2,You hear me scatting or singing a theme
Everyday,3,I move all over the scene
Everyday,4,My reputation is squeaky but clean
Everyday,5,I think you know what I mean
Everyday,6,"I get so starry eyed, sometimes I wanna cry"
Everyday,7,Girl I need you here by my side
Everyday,8,Everyday...
Everyday,9,"I need your love, now you're fading away"
Everyday,10,Everyday...
Everyday,11,What can I say when I want you to stay?
Everyday,12,"Hey you, la la la la la la la la la..."
Everyday,13,"Is it true, I want you every day?"
Everyday,14,In any way you make my dreams come true
Everyday,15,"Is it true, I need you every day?"
Everyday,16,"I saw your sunlight, your hopes and your dreams"
Everyday,17,Were shining there in your eyes
Everyday,18,"And with your fire, and my desire"
Everyday,19,We'd take the world by surprise
Everyday,20,"Love is the only thing, that's worth remembering"
Everyday,21,Girl I offered you the whole world
Everyday,22,Everyday...
Everyday,23,"I need your love, now you're fading away"
Everyday,24,Everyday...
Everyday,25,What can I say when I want you to stay?
Everyday,26,I don't want anybody
Everyday,27,And all I want is you
Everyday,28,I want to hold you every day
My Beautiful Planet,1,My planet
My Beautiful Planet,2,My beautiful planet
My Beautiful Planet,3,"I need to ask you something please, don’t think I’m crazy"
My Beautiful Planet,4,Or misinformed much
My Beautiful Planet,5,Not me
My Beautiful Planet,6,I must consult you
My Beautiful Planet,7,About the results you produced
My Beautiful Planet,8,In a certain monkey
My Beautiful Planet,9,Called the human species
My Beautiful Planet,10,There’s something wrong here
My Beautiful Planet,11,That’s grown so big that I
My Beautiful Planet,12,Forgot why you made me
My Beautiful Planet,13,Can’t understand it
My Beautiful Planet,14,This dream of love I live must be as real as we are
My Beautiful Planet,15,We know there’s something there
My Beautiful Planet,16,There’s churchеs everywherе
My Beautiful Planet,17,Yet so few seem to care at all
My Beautiful Planet,18,I’m asking you to damn it
My Beautiful Planet,19,And set us all
My Beautiful Planet,20,Free
Route 66,1,If you ever plan to motor west
Route 66,2,"Travel my way, take the highway that is best"
Route 66,3,Get your kicks on route sixty-six
Route 66,4,Won't you get hip to this timely tip
Route 66,5,It winds from Chicago to la
Route 66,6,More than two thousand miles all the way
Route 66,7,When you make that California trip
Route 66,8,Won't you get hip to this timely tip
Route 66,9,Now you go through saint looey
Route 66,10,"Joplin, Missouri"
Route 66,11,And Oklahoma City is mighty pretty
Route 66,12,You see Amarillo
Route 66,13,"Gallup, New Mexico"
Route 66,14,"Flagstaff, Arizona"
Route 66,15,Don't forget Winona
Route 66,16,"Kingman, Barstow, San Bernandino"
Route 66,17,When you make that California trip
Scatmusic,1,Scatmusic
Scatmusic,2,"Scat's where it's at, scat's where it's at"
Scatmusic,3,"As a matter of fact, scat's where it's at"
Scatmusic,4,"The scat's where it's at, so take off your hat"
Scatmusic,5,"Take off your hat, scat's where it's at"
Scatmusic,6,"Scatmusic, scat's where it's at"
Jazzology,1,The portrait of the jazz man can only be painted
Jazzology,2,With the colors of the cats of the past
Jazzology,3,Wynton Marsalis only blows what he blows
Jazzology,4,Because Freddie Hubbard molded the cast
Jazzology,5,So if you're into jazz and want to learn how to blow
Jazzology,6,The study of jazzology's essential to know
Jazzology,7,"The study of jazzology is essential to know, yeah"
Jazzology,8,Young Herbie Hancock perfected his piano
Jazzology,9,In the years that he was blowin' with Miles
Jazzology,10,Cedar Walton did the same with Art Blakey's band
Jazzology,11,Maybe we should rise and give our heroes a hand
Jazzology,12,Jon Hendricks gave us somethin' precious as gold
Jazzology,13,"And I'm-a give it back now, right now, look out!"
Jazzology,14,"Yo, baby"
Jazzology,15,So if you're into jazz and you want to learn to blow
Jazzology,16,Mulgrew Miller came after Cedar Walton
Jazzology,17,And Coltrane came after Bird
Jazzology,18,You know that Elvin Jones was an authentic cat
Jazzology,19,And hearing Cecil Taylor amplifies that fact
Jazzology,20,Ain't no one gonna last without the legends of the past
Jazzology,21,Can't play like the birds with the legends unheard
Jazzology,22,A lady named Ella could keep up with any fella
Jazzology,23,"Ever heard her scat ""How High the Moon?"""
Jazzology,24,"George Benson plays guitar, but more than that by far"
Jazzology,25,"He could scat up a storm, set fire to a room"
Jazzology,26,So if you're into jazz and want to learn how to blow
Jazzology,27,The study of jazzology's essential to know
Jazzology,28,"You've heard of Charlie Parker, the man they call ""Bird"""
Jazzology,29,Played the greatest alto saxophone that anybody heard
Jazzology,30,Bird's contribution became an institution
Jazzology,31,He's the man that started be-bop she-bop (be-bop she-bop)
Jazzology,32,So if you're into jazz and you want to learn to blow
Jazzology,33,The study of jazzology is essential to know
Jazzology,34,Piano's Bill Evans took us all to the heavens
Jazzology,35,And who could play Tatum verbatim?
Jazzology,36,"Mel Tormé and Anita O'Day, hey!"
Jazzology,37,Everybody knows the trend they set for today
Jazzology,38,"And don't forget Sarah, that gentle little terror"
Jazzology,39,That sassy young lassy was classy
Jazzology,40,The only thing I say if you wanna learn to play:
Jazzology,41,You ain't gonna last without the legends of the past
Jazzology,42,You can't fry eggs without the pan and the butter
Jazzology,43,"You wanna learn to scat, you don't have to stutter"
